# nspin         1
# kick mode    0
# kick strength    0.005000000000
# dim           3
# pol(1)           1.000000000000    0.000000000000    0.000000000000
# pol(2)           0.000000000000    1.000000000000    0.000000000000
# pol(3)           0.000000000000    0.000000000000    1.000000000000
# direction    1
# Equiv. axes  0
# wprime           0.000000000000    0.000000000000    1.000000000000
# kick time        0.000000000000
#%
# Number of time steps =    10000
# PropagationSpectrumDampMode   =    2
# PropagationSpectrumDampFactor =    -1.0000
# PropagationSpectrumStartTime  =     0.0000
# PropagationSpectrumEndTime    =   200.0000
# PropagationSpectrumMinEnergy  =     0.0000
# PropagationSpectrumMaxEnergy  =     0.7350
# PropagationSpectrumEnergyStep =     0.0004
#%
# Electronic sum rule       =         1.946003
# Static polarizability (from sum rule) =         6.942427 b
#%
#       Energy        sigma(1, nspin=1)   sigma(2, nspin=1)   sigma(3, nspin=1)   StrengthFunction(1)
#        [H]                [b^2]               [b^2]               [b^2]               [1/H]        
      0.18705407E+00      0.21772248E-04     -0.19065803E-06      0.12794907E-02      0.15115002E-03
      0.18742156E+00      0.17583626E-04     -0.19225255E-06      0.12709826E-02      0.12207124E-03
      0.18778905E+00      0.13296196E-04     -0.19392031E-06      0.12627144E-02      0.92306509E-04
      0.18815655E+00      0.89314951E-05     -0.19566707E-06      0.12547103E-02      0.62005340E-04
      0.18852404E+00      0.45118022E-05     -0.19749865E-06      0.12469939E-02      0.31322397E-04
      0.18889153E+00      0.60025254E-07     -0.19942095E-06      0.12395874E-02      0.41671481E-06
      0.18925903E+00     -0.44004115E-05     -0.20143988E-06      0.12325119E-02     -0.30549086E-04
      0.18962652E+00     -0.88456869E-05     -0.20356142E-06      0.12257875E-02     -0.61409632E-04
      0.18999401E+00     -0.13251706E-04     -0.20579150E-06      0.12194330E-02     -0.91997644E-04
      0.19036151E+00     -0.17594224E-04     -0.20813608E-06      0.12134659E-02     -0.12214482E-03
      0.19072900E+00     -0.21848979E-04     -0.21060103E-06      0.12079027E-02     -0.15168271E-03
      0.19109649E+00     -0.25991819E-04     -0.21319220E-06      0.12027582E-02     -0.18044365E-03
      0.19146399E+00     -0.29998833E-04     -0.21591532E-06      0.11980463E-02     -0.20826164E-03
      0.19183148E+00     -0.33846486E-04     -0.21877603E-06      0.11937793E-02     -0.23497330E-03
      0.19219897E+00     -0.37511750E-04     -0.22177983E-06      0.11899684E-02     -0.26041875E-03
      0.19256647E+00     -0.40972232E-04     -0.22493205E-06      0.11866232E-02     -0.28444255E-03
      0.19293396E+00     -0.44206310E-04     -0.22823785E-06      0.11837523E-02     -0.30689456E-03
      0.19330145E+00     -0.47193253E-04     -0.23170218E-06      0.11813625E-02     -0.32763089E-03
      0.19366894E+00     -0.49913351E-04     -0.23532975E-06      0.11794596E-02     -0.34651470E-03
      0.19403644E+00     -0.52348033E-04     -0.23912500E-06      0.11780480E-02     -0.36341705E-03
      0.19440393E+00     -0.54479983E-04     -0.24309210E-06      0.11771307E-02     -0.37821774E-03
      0.19477142E+00     -0.56293251E-04     -0.24723492E-06      0.11767095E-02     -0.39080604E-03
      0.19513892E+00     -0.57773361E-04     -0.25155696E-06      0.11767847E-02     -0.40108144E-03
      0.19550641E+00     -0.58907405E-04     -0.25606139E-06      0.11773554E-02     -0.40895434E-03
      0.19587390E+00     -0.59684139E-04     -0.26075099E-06      0.11784197E-02     -0.41434668E-03
      0.19624140E+00     -0.60094068E-04     -0.26562813E-06      0.11799742E-02     -0.41719254E-03
      0.19660889E+00     -0.60129517E-04     -0.27069473E-06      0.11820144E-02     -0.41743864E-03
      0.19697638E+00     -0.59784706E-04     -0.27595227E-06      0.11845345E-02     -0.41504485E-03
      0.19734388E+00     -0.59055800E-04     -0.28140176E-06      0.11875279E-02     -0.40998455E-03
      0.19771137E+00     -0.57940965E-04     -0.28704371E-06      0.11909865E-02     -0.40224500E-03
      0.19807886E+00     -0.56440405E-04     -0.29287809E-06      0.11949014E-02     -0.39182763E-03
      0.19844636E+00     -0.54556389E-04     -0.29890434E-06      0.11992628E-02     -0.37874817E-03
      0.19881385E+00     -0.52293268E-04     -0.30512137E-06      0.12040595E-02     -0.36303686E-03
      0.19918134E+00     -0.49657488E-04     -0.31152748E-06      0.12092799E-02     -0.34473841E-03
      0.19954884E+00     -0.46657579E-04     -0.31812039E-06      0.12149112E-02     -0.32391207E-03
      0.19991633E+00     -0.43304145E-04     -0.32489723E-06      0.12209398E-02     -0.30063144E-03
      0.20028382E+00     -0.39609835E-04     -0.33185448E-06      0.12273513E-02     -0.27498434E-03
      0.20065132E+00     -0.35589308E-04     -0.33898803E-06      0.12341307E-02     -0.24707254E-03
      0.20101881E+00     -0.31259183E-04     -0.34629308E-06      0.12412623E-02     -0.21701140E-03
      0.20138630E+00     -0.26637977E-04     -0.35376423E-06      0.12487295E-02     -0.18492949E-03
      0.20175380E+00     -0.21746039E-04     -0.36139539E-06      0.12565155E-02     -0.15096807E-03
      0.20212129E+00     -0.16605464E-04     -0.36917982E-06      0.12646028E-02     -0.11528053E-03
      0.20248878E+00     -0.11240005E-04     -0.37711010E-06      0.12729733E-02     -0.78031763E-04
      0.20285628E+00     -0.56749664E-05     -0.38517817E-06      0.12816085E-02     -0.39397460E-04
      0.20322377E+00      0.62901955E-07     -0.39337527E-06      0.12904898E-02      0.43668580E-06
      0.20359126E+00      0.59455302E-05     -0.40169200E-06      0.12995979E-02      0.41275802E-04
      0.20395876E+00      0.11943656E-04     -0.41011828E-06      0.13089135E-02      0.82916743E-04
      0.20432625E+00      0.18026965E-04     -0.41864339E-06      0.13184168E-02      0.12514904E-03
      0.20469374E+00      0.24164229E-04     -0.42725596E-06      0.13280880E-02      0.16775593E-03
      0.20506124E+00      0.30323470E-04     -0.43594396E-06      0.13379071E-02      0.21051538E-03
      0.20542873E+00      0.36472106E-04     -0.44469477E-06      0.13478541E-02      0.25320121E-03
      0.20579622E+00      0.42577125E-04     -0.45349513E-06      0.13579088E-02      0.29558423E-03
      0.20616372E+00      0.48605247E-04     -0.46233119E-06      0.13680510E-02      0.33743341E-03
      0.20653121E+00      0.54523099E-04     -0.47118855E-06      0.13782608E-02      0.37851707E-03
      0.20689870E+00      0.60297392E-04     -0.48005221E-06      0.13885180E-02      0.41860408E-03
      0.20726620E+00      0.65895093E-04     -0.48890667E-06      0.13988029E-02      0.45746514E-03
      0.20763369E+00      0.71283610E-04     -0.49773591E-06      0.14090955E-02      0.49487397E-03
      0.20800118E+00      0.76430967E-04     -0.50652341E-06      0.14193765E-02      0.53060860E-03
      0.20836868E+00      0.81305984E-04     -0.51525223E-06      0.14296264E-02      0.56445255E-03
      0.20873617E+00      0.85878452E-04     -0.52390496E-06      0.14398262E-02      0.59619611E-03
      0.20910366E+00      0.90119308E-04     -0.53246383E-06      0.14499572E-02      0.62563751E-03
      0.20947115E+00      0.94000809E-04     -0.54091071E-06      0.14600009E-02      0.65258415E-03
      0.20983865E+00      0.97496691E-04     -0.54922711E-06      0.14699392E-02      0.67685370E-03
      0.21020614E+00      0.10058234E-03     -0.55739429E-06      0.14797544E-02      0.69827525E-03
      0.21057363E+00      0.10323493E-03     -0.56539325E-06      0.14894292E-02      0.71669039E-03
      0.21094113E+00      0.10543359E-03     -0.57320476E-06      0.14989467E-02      0.73195421E-03
      0.21130862E+00      0.10715953E-03     -0.58080946E-06      0.15082905E-02      0.74393628E-03
      0.21167611E+00      0.10839619E-03     -0.58818782E-06      0.15174446E-02      0.75252155E-03
      0.21204361E+00      0.10912933E-03     -0.59532025E-06      0.15263935E-02      0.75761123E-03
      0.21241110E+00      0.10934716E-03     -0.60218714E-06      0.15351224E-02      0.75912350E-03
      0.21277859E+00      0.10904045E-03     -0.60876885E-06      0.15436166E-02      0.75699423E-03
      0.21314609E+00      0.10820260E-03     -0.61504581E-06      0.15518624E-02      0.75117759E-03
      0.21351358E+00      0.10682971E-03     -0.62099857E-06      0.15598464E-02      0.74164658E-03
      0.21388107E+00      0.10492068E-03     -0.62660779E-06      0.15675557E-02      0.72839345E-03
      0.21424857E+00      0.10247720E-03     -0.63185438E-06      0.15749781E-02      0.71143003E-03
      0.21461606E+00      0.99503847E-04     -0.63671943E-06      0.15821020E-02      0.69078803E-03
      0.21498355E+00      0.96008055E-04     -0.64118439E-06      0.15889162E-02      0.66651910E-03
      0.21535105E+00      0.92000156E-04     -0.64523100E-06      0.15954103E-02      0.63869497E-03
      0.21571854E+00      0.87493358E-04     -0.64884143E-06      0.16015744E-02      0.60740731E-03
      0.21608603E+00      0.82503721E-04     -0.65199827E-06      0.16073992E-02      0.57276763E-03
      0.21645353E+00      0.77050122E-04     -0.65468460E-06      0.16128761E-02      0.53490697E-03
      0.21682102E+00      0.71154202E-04     -0.65688405E-06      0.16179968E-02      0.49397558E-03
      0.21718851E+00      0.64840298E-04     -0.65858081E-06      0.16227539E-02      0.45014241E-03
      0.21755601E+00      0.58135359E-04     -0.65975972E-06      0.16271407E-02      0.40359455E-03
      0.21792350E+00      0.51068852E-04     -0.66040629E-06      0.16311506E-02      0.35453656E-03
      0.21829099E+00      0.43672649E-04     -0.66050674E-06      0.16347782E-02      0.30318971E-03
      0.21865849E+00      0.35980899E-04     -0.66004806E-06      0.16380182E-02      0.24979109E-03
      0.21902598E+00      0.28029897E-04     -0.65901805E-06      0.16408663E-02      0.19459265E-03
      0.21939347E+00      0.19857929E-04     -0.65740534E-06      0.16433185E-02      0.13786019E-03
      0.21976097E+00      0.11505106E-04     -0.65519944E-06      0.16453715E-02      0.79872180E-04
      0.22012846E+00      0.30131945E-05     -0.65239081E-06      0.16470226E-02      0.20918575E-04
      0.22049595E+00     -0.55745697E-05     -0.64897083E-06      0.16482696E-02     -0.38700474E-04
      0.22086345E+00     -0.14213679E-04     -0.64493188E-06      0.16491110E-02     -0.98675980E-04
      0.22123094E+00     -0.22858558E-04     -0.64026738E-06      0.16495457E-02     -0.15869153E-03
      0.22159843E+00     -0.31462772E-04     -0.63497177E-06      0.16495732E-02     -0.21842478E-03
      0.22196593E+00     -0.39979252E-04     -0.62904057E-06      0.16491937E-02     -0.27754895E-03
      0.22233342E+00     -0.48360515E-04     -0.62247042E-06      0.16484078E-02     -0.33573440E-03
      0.22270091E+00     -0.56558900E-04     -0.61525907E-06      0.16472166E-02     -0.39265025E-03
      0.22306841E+00     -0.64526797E-04     -0.60740539E-06      0.16456219E-02     -0.44796599E-03
      0.22343590E+00     -0.72216891E-04     -0.59890945E-06      0.16436257E-02     -0.50135311E-03
      0.22380339E+00     -0.79582393E-04     -0.58977245E-06      0.16412309E-02     -0.55248682E-03
      0.22417088E+00     -0.86577286E-04     -0.57999681E-06      0.16384406E-02     -0.60104765E-03
      0.22453838E+00     -0.93156564E-04     -0.56958611E-06      0.16352586E-02     -0.64672313E-03
      0.22490587E+00     -0.99276462E-04     -0.55854514E-06      0.16316889E-02     -0.68920945E-03
      0.22527336E+00     -0.10489470E-03     -0.54687991E-06      0.16277363E-02     -0.72821307E-03
      0.22564086E+00     -0.10997070E-03     -0.53459759E-06      0.16234058E-02     -0.76345231E-03
      0.22600835E+00     -0.11446582E-03     -0.52170659E-06      0.16187030E-02     -0.79465891E-03
      0.22637584E+00     -0.11834358E-03     -0.50821647E-06      0.16136339E-02     -0.82157955E-03
      0.22674334E+00     -0.12156983E-03     -0.49413800E-06      0.16082049E-02     -0.84397726E-03
      0.22711083E+00     -0.12411302E-03     -0.47948312E-06      0.16024227E-02     -0.86163288E-03
      0.22747832E+00     -0.12594431E-03     -0.46426490E-06      0.15962947E-02     -0.87434633E-03
      0.22784582E+00     -0.12703783E-03     -0.44849757E-06      0.15898284E-02     -0.88193787E-03
      0.22821331E+00     -0.12737077E-03     -0.43219647E-06      0.15830319E-02     -0.88424926E-03
      0.22858080E+00     -0.12692360E-03     -0.41537803E-06      0.15759134E-02     -0.88114485E-03
      0.22894830E+00     -0.12568017E-03     -0.39805975E-06      0.15684818E-02     -0.87251254E-03
      0.22931579E+00     -0.12362784E-03     -0.38026017E-06      0.15607460E-02     -0.85826463E-03
      0.22968328E+00     -0.12075762E-03     -0.36199881E-06      0.15527154E-02     -0.83833862E-03
      0.23005078E+00     -0.11706422E-03     -0.34329620E-06      0.15443997E-02     -0.81269787E-03
      0.23041827E+00     -0.11254617E-03     -0.32417377E-06      0.15358090E-02     -0.78133210E-03
      0.23078576E+00     -0.10720585E-03     -0.30465386E-06      0.15269535E-02     -0.74425783E-03
      0.23115326E+00     -0.10104953E-03     -0.28475966E-06      0.15178437E-02     -0.70151867E-03
      0.23152075E+00     -0.94087430E-04     -0.26451516E-06      0.15084904E-02     -0.65318550E-03
      0.23188824E+00     -0.86333685E-04     -0.24394512E-06      0.14989048E-02     -0.59935648E-03
      0.23225574E+00     -0.77806359E-04     -0.22307500E-06      0.14890980E-02     -0.54015702E-03
      0.23262323E+00     -0.68527402E-04     -0.20193093E-06      0.14790815E-02     -0.47573948E-03
      0.23299072E+00     -0.58522604E-04     -0.18053966E-06      0.14688671E-02     -0.40628293E-03
      0.23335822E+00     -0.47821528E-04     -0.15892847E-06      0.14584665E-02     -0.33199258E-03
      0.23372571E+00     -0.36457419E-04     -0.13712516E-06      0.14478918E-02     -0.25309924E-03
      0.23409320E+00     -0.24467104E-04     -0.11515798E-06      0.14371552E-02     -0.16985858E-03
      0.23446070E+00     -0.11890870E-04     -0.93055536E-07      0.14262688E-02     -0.82550283E-04
      0.23482819E+00      0.12276778E-05     -0.70846792E-07      0.14152452E-02      0.85229380E-05
      0.23519568E+00      0.14841770E-04     -0.48560963E-07      0.14040968E-02      0.10303639E-03
      0.23556318E+00      0.28901644E-04     -0.26227473E-07      0.13928362E-02      0.20064460E-03
      0.23593067E+00      0.43354733E-04     -0.38758912E-08      0.13814760E-02      0.30098264E-03
      0.23629816E+00      0.58145863E-04      0.18464131E-07      0.13700289E-02      0.40366747E-03
      0.23666566E+00      0.73217474E-04      0.40762921E-07      0.13585075E-02      0.50829949E-03
      0.23703315E+00      0.88509839E-04      0.62990847E-07      0.13469246E-02      0.61446406E-03
      0.23740064E+00      0.10396131E-03      0.85118382E-07      0.13352927E-02      0.72173319E-03
      0.23776814E+00      0.11950857E-03      0.10711616E-06      0.13236247E-02      0.82966728E-03
      0.23813563E+00      0.13508686E-03      0.12895505E-06      0.13119331E-02      0.93781690E-03
      0.23850312E+00      0.15063032E-03      0.15060620E-06      0.13002304E-02      0.10457246E-02
      0.23887062E+00      0.16607217E-03      0.17204111E-06      0.12885291E-02      0.11529270E-02
      0.23923811E+00      0.18134506E-03      0.19323169E-06      0.12768415E-02      0.12589563E-02
      0.23960560E+00      0.19638131E-03      0.21415031E-06      0.12651799E-02      0.13633429E-02
      0.23997309E+00      0.21111324E-03      0.23476986E-06      0.12535564E-02      0.14656167E-02
      0.24034059E+00      0.22547343E-03      0.25506382E-06      0.12419829E-02      0.15653098E-02
      0.24070808E+00      0.23939499E-03      0.27500629E-06      0.12304713E-02      0.16619578E-02
      0.24107557E+00      0.25281190E-03      0.29457205E-06      0.12190331E-02      0.17551024E-02
      0.24144307E+00      0.26565928E-03      0.31373665E-06      0.12076798E-02      0.18442930E-02
      0.24181056E+00      0.27787365E-03      0.33247637E-06      0.11964224E-02      0.19290892E-02
      0.24217805E+00      0.28939323E-03      0.35076838E-06      0.11852722E-02      0.20090618E-02
      0.24254555E+00      0.30015821E-03      0.36859068E-06      0.11742396E-02      0.20837958E-02
      0.24291304E+00      0.31011103E-03      0.38592221E-06      0.11633353E-02      0.21528915E-02
      0.24328053E+00      0.31919661E-03      0.40274286E-06      0.11525695E-02      0.22159665E-02
      0.24364803E+00      0.32736263E-03      0.41903353E-06      0.11419520E-02      0.22726577E-02
      0.24401552E+00      0.33455975E-03      0.43477614E-06      0.11314926E-02      0.23226225E-02
      0.24438301E+00      0.34074187E-03      0.44995367E-06      0.11212007E-02      0.23655408E-02
      0.24475051E+00      0.34586630E-03      0.46455020E-06      0.11110851E-02      0.24011162E-02
      0.24511800E+00      0.34989401E-03      0.47855093E-06      0.11011548E-02      0.24290779E-02
      0.24548549E+00      0.35278980E-03      0.49194219E-06      0.10914180E-02      0.24491814E-02
      0.24585299E+00      0.35452247E-03      0.50471150E-06      0.10818829E-02      0.24612101E-02
      0.24622048E+00      0.35506501E-03      0.51684753E-06      0.10725573E-02      0.24649766E-02
      0.24658797E+00      0.35439474E-03      0.52834018E-06      0.10634485E-02      0.24603234E-02
      0.24695547E+00      0.35249345E-03      0.53918053E-06      0.10545636E-02      0.24471240E-02
      0.24732296E+00      0.34934747E-03      0.54936090E-06      0.10459093E-02      0.24252836E-02
      0.24769045E+00      0.34494787E-03      0.55887483E-06      0.10374920E-02      0.23947402E-02
      0.24805795E+00      0.33929046E-03      0.56771707E-06      0.10293176E-02      0.23554646E-02
      0.24842544E+00      0.33237590E-03      0.57588361E-06      0.10213919E-02      0.23074614E-02
      0.24879293E+00      0.32420977E-03      0.58337166E-06      0.10137202E-02      0.22507695E-02
      0.24916043E+00      0.31480260E-03      0.59017966E-06      0.10063074E-02      0.21854619E-02
      0.24952792E+00      0.30416990E-03      0.59630724E-06      0.99915810E-03      0.21116462E-02
      0.24989541E+00      0.29233217E-03      0.60175523E-06      0.99227661E-03      0.20294649E-02
      0.25026291E+00      0.27931494E-03      0.60652564E-06      0.98566683E-03      0.19390950E-02
      0.25063040E+00      0.26514870E-03      0.61062165E-06      0.97933236E-03      0.18407484E-02
      0.25099789E+00      0.24986893E-03      0.61404757E-06      0.97327646E-03      0.17346713E-02
      0.25136539E+00      0.23351607E-03      0.61680886E-06      0.96750207E-03      0.16211444E-02
      0.25173288E+00      0.21613543E-03      0.61891203E-06      0.96201181E-03      0.15004823E-02
      0.25210037E+00      0.19777719E-03      0.62036468E-06      0.95680799E-03      0.13730335E-02
      0.25246787E+00      0.17849634E-03      0.62117546E-06      0.95189262E-03      0.12391796E-02
      0.25283536E+00      0.15835259E-03      0.62135399E-06      0.94726743E-03      0.10993351E-02
      0.25320285E+00      0.13741030E-03      0.62091089E-06      0.94293385E-03      0.95394697E-03
      0.25357035E+00      0.11573846E-03      0.61985768E-06      0.93889304E-03      0.80349401E-03
      0.25393784E+00      0.93410554E-04      0.61820679E-06      0.93514593E-03      0.64848641E-03
      0.25430533E+00      0.70504504E-04      0.61597152E-06      0.93169315E-03      0.48946517E-03
      0.25467283E+00      0.47102607E-04      0.61316595E-06      0.92853513E-03      0.32700160E-03
      0.25504032E+00      0.23291443E-04      0.60980494E-06      0.92567205E-03      0.16169677E-03
      0.25540781E+00     -0.83819274E-06      0.60590407E-06      0.92310389E-03     -0.58190063E-05
      0.25577530E+00     -0.25191364E-04      0.60147960E-06      0.92083042E-03     -0.17488663E-03
      0.25614280E+00     -0.49669056E-04      0.59654842E-06      0.91885120E-03     -0.34481872E-03
      0.25651029E+00     -0.74168237E-04      0.59112800E-06      0.91716563E-03     -0.51490000E-03
      0.25687778E+00     -0.98581914E-04      0.58523632E-06      0.91577294E-03     -0.68438767E-03
      0.25724528E+00     -0.12279918E-03      0.57889189E-06      0.91467218E-03     -0.85251177E-03
      0.25761277E+00     -0.14670523E-03      0.57211360E-06      0.91386229E-03     -0.10184754E-02
      0.25798026E+00     -0.17018143E-03      0.56492077E-06      0.91334203E-03     -0.11814548E-02
      0.25834776E+00     -0.19310531E-03      0.55733301E-06      0.91311007E-03     -0.13405998E-02
      0.25871525E+00     -0.21535054E-03      0.54937026E-06      0.91316495E-03     -0.14950334E-02
      0.25908274E+00     -0.23678699E-03      0.54105264E-06      0.91350510E-03     -0.16438522E-02
      0.25945024E+00     -0.25728068E-03      0.53240049E-06      0.91412888E-03     -0.17861260E-02
      0.25981773E+00     -0.27669372E-03      0.52343427E-06      0.91503453E-03     -0.19208977E-02
      0.26018522E+00     -0.29488432E-03      0.51417452E-06      0.91622023E-03     -0.20471828E-02
      0.26055272E+00     -0.31170674E-03      0.50464183E-06      0.91768409E-03     -0.21639694E-02
      0.26092021E+00     -0.32701117E-03      0.49485676E-06      0.91942415E-03     -0.22702178E-02
      0.26128770E+00     -0.34064370E-03      0.48483983E-06      0.92143838E-03     -0.23648592E-02
      0.26165520E+00     -0.35244624E-03      0.47461144E-06      0.92372474E-03     -0.24467963E-02
      0.26202269E+00     -0.36225638E-03      0.46419186E-06      0.92628108E-03     -0.25149014E-02
      0.26239018E+00     -0.36990733E-03      0.45360115E-06      0.92910526E-03     -0.25680168E-02
      0.26275768E+00     -0.37522778E-03      0.44285916E-06      0.93219506E-03     -0.26049531E-02
      0.26312517E+00     -0.37804180E-03      0.43198547E-06      0.93554824E-03     -0.26244890E-02
      0.26349266E+00     -0.37816869E-03      0.42099932E-06      0.93916252E-03     -0.26253699E-02
      0.26386016E+00     -0.37542288E-03      0.40991964E-06      0.94303557E-03     -0.26063076E-02
      0.26422765E+00     -0.36961376E-03      0.39876496E-06      0.94716503E-03     -0.25659788E-02
      0.26459514E+00     -0.36054559E-03      0.38755342E-06      0.95154850E-03     -0.25030246E-02
      0.26496264E+00     -0.34801736E-03      0.37630269E-06      0.95618352E-03     -0.24160495E-02
      0.26533013E+00     -0.33182263E-03      0.36502998E-06      0.96106760E-03     -0.23036205E-02
      0.26569762E+00     -0.31174948E-03      0.35375201E-06      0.96619819E-03     -0.21642661E-02
      0.26606512E+00     -0.28758032E-03      0.34248497E-06      0.97157267E-03     -0.19964760E-02
      0.26643261E+00     -0.25909188E-03      0.33124450E-06      0.97718838E-03     -0.17987000E-02
      0.26680010E+00     -0.22605504E-03      0.32004568E-06      0.98304256E-03     -0.15693475E-02
      0.26716760E+00     -0.18823484E-03      0.30890302E-06      0.98913241E-03     -0.13067874E-02
      0.26753509E+00     -0.14539038E-03      0.29783041E-06      0.99545500E-03     -0.10093473E-02
      0.26790258E+00     -0.97274843E-04      0.28684113E-06      0.10020073E-02     -0.67531356E-03
      0.26827008E+00     -0.43635463E-04      0.27594786E-06      0.10087863E-02     -0.30293156E-03
      0.26863757E+00      0.15786419E-04      0.26516262E-06      0.10157886E-02      0.10959445E-03
      0.26900506E+00      0.81255294E-04      0.25449680E-06      0.10230110E-02      0.56410065E-03
      0.26937256E+00      0.15304138E-03      0.24396115E-06      0.10304499E-02      0.10624630E-02
      0.26974005E+00      0.23142050E-03      0.23356577E-06      0.10381017E-02      0.16065963E-02
      0.27010754E+00      0.31667385E-03      0.22332011E-06      0.10459625E-02      0.21984528E-02
      0.27047503E+00      0.40908785E-03      0.21323298E-06      0.10540284E-02      0.28400207E-02
      0.27084253E+00      0.50895378E-03      0.20331255E-06      0.10622952E-02      0.35333224E-02
      0.27121002E+00      0.61656752E-03      0.19356633E-06      0.10707585E-02      0.42804120E-02
      0.27157751E+00      0.73222917E-03      0.18400124E-06      0.10794137E-02      0.50833728E-02
      0.27194501E+00      0.85624257E-03      0.17462355E-06      0.10882560E-02      0.59443141E-02
      0.27231250E+00      0.98891486E-03      0.16543893E-06      0.10972803E-02      0.68653682E-02
      0.27267999E+00      0.11305559E-02      0.15645245E-06      0.11064812E-02      0.78486864E-02
      0.27304749E+00      0.12814777E-02      0.14766861E-06      0.11158533E-02      0.88964345E-02
      0.27341498E+00      0.14419937E-02      0.13909133E-06      0.11253906E-02      0.10010788E-01
      0.27378247E+00      0.16124180E-02      0.13072397E-06      0.11350871E-02      0.11193929E-01
      0.27414997E+00      0.17930646E-02      0.12256940E-06      0.11449361E-02      0.12448037E-01
      0.27451746E+00      0.19842467E-02      0.11462993E-06      0.11549310E-02      0.13775285E-01
      0.27488495E+00      0.21862755E-02      0.10690740E-06      0.11650647E-02      0.15177835E-01
      0.27525245E+00      0.23994592E-02      0.99403187E-07      0.11753298E-02      0.16657825E-01
      0.27561994E+00      0.26241021E-02      0.92118207E-07      0.11857186E-02      0.18217369E-01
      0.27598743E+00      0.28605035E-02      0.85052957E-07      0.11962229E-02      0.19858544E-01
      0.27635493E+00      0.31089563E-02      0.78207530E-07      0.12068343E-02      0.21583384E-01
      0.27672242E+00      0.33697457E-02      0.71581644E-07      0.12175440E-02      0.23393870E-01
      0.27708991E+00      0.36431484E-02      0.65174666E-07      0.12283429E-02      0.25291920E-01
      0.27745741E+00      0.39294304E-02      0.58985632E-07      0.12392215E-02      0.27279382E-01
      0.27782490E+00      0.42288463E-02      0.53013279E-07      0.12501698E-02      0.29358025E-01
      0.27819239E+00      0.45416373E-02      0.47256066E-07      0.12611776E-02      0.31529521E-01
      0.27855989E+00      0.48680300E-02      0.41712197E-07      0.12722344E-02      0.33795445E-01
      0.27892738E+00      0.52082345E-02      0.36379654E-07      0.12833292E-02      0.36157256E-01
      0.27929487E+00      0.55624433E-02      0.31256213E-07      0.12944505E-02      0.38616288E-01
      0.27966237E+00      0.59308289E-02      0.26339473E-07      0.13055869E-02      0.41173741E-01
      0.28002986E+00      0.63135427E-02      0.21626879E-07      0.13167262E-02      0.43830664E-01
      0.28039735E+00      0.67107130E-02      0.17115746E-07      0.13278561E-02      0.46587950E-01
      0.28076485E+00      0.71224434E-02      0.12803280E-07      0.13389639E-02      0.49446316E-01
      0.28113234E+00      0.75488110E-02      0.86866012E-08      0.13500367E-02      0.52406298E-01
      0.28149983E+00      0.79898646E-02      0.47627655E-08      0.13610610E-02      0.55468236E-01
      0.28186733E+00      0.84456231E-02      0.10287839E-08      0.13720234E-02      0.58632259E-01
      0.28223482E+00      0.89160734E-02     -0.25183576E-08      0.13829099E-02      0.61898278E-01
      0.28260231E+00      0.94011692E-02     -0.58816803E-08      0.13937064E-02      0.65265971E-01
      0.28296981E+00      0.99008291E-02     -0.90641949E-08      0.14043985E-02      0.68734772E-01
      0.28333730E+00      0.10414935E-01     -0.12068886E-07      0.14149718E-02      0.72303859E-01
      0.28370479E+00      0.10943329E-01     -0.14898697E-07      0.14254112E-02      0.75972145E-01
      0.28407229E+00      0.11485816E-01     -0.17556518E-07      0.14357020E-02      0.79738263E-01
      0.28443978E+00      0.12042156E-01     -0.20045170E-07      0.14458290E-02      0.83600559E-01
      0.28480727E+00      0.12612070E-01     -0.22367399E-07      0.14557768E-02      0.87557083E-01
      0.28517477E+00      0.13195231E-01     -0.24525862E-07      0.14655303E-02      0.91605577E-01
      0.28554226E+00      0.13791268E-01     -0.26523120E-07      0.14750738E-02      0.95743466E-01
      0.28590975E+00      0.14399766E-01     -0.28361634E-07      0.14843921E-02      0.99967852E-01
      0.28627724E+00      0.15020258E-01     -0.30043756E-07      0.14934694E-02      0.10427551E+00
      0.28664474E+00      0.15652231E-01     -0.31571728E-07      0.15022905E-02      0.10866287E+00
      0.28701223E+00      0.16295122E-01     -0.32947677E-07      0.15108397E-02      0.11312603E+00
      0.28737972E+00      0.16948318E-01     -0.34173615E-07      0.15191018E-02      0.11766073E+00
      0.28774722E+00      0.17611156E-01     -0.35251439E-07      0.15270614E-02      0.12226237E+00
      0.28811471E+00      0.18282923E-01     -0.36182934E-07      0.15347034E-02      0.12692599E+00
      0.28848220E+00      0.18962853E-01     -0.36969772E-07      0.15420128E-02      0.13164628E+00
      0.28884970E+00      0.19650130E-01     -0.37613522E-07      0.15489749E-02      0.13641759E+00
      0.28921719E+00      0.20343888E-01     -0.38115650E-07      0.15555750E-02      0.14123388E+00
      0.28958468E+00      0.21043211E-01     -0.38477530E-07      0.15617990E-02      0.14608881E+00
      0.28995218E+00      0.21747132E-01     -0.38700448E-07      0.15676328E-02      0.15097566E+00
      0.29031967E+00      0.22454636E-01     -0.38785613E-07      0.15730629E-02      0.15588738E+00
      0.29068716E+00      0.23164660E-01     -0.38734167E-07      0.15780758E-02      0.16081659E+00
      0.29105466E+00      0.23876093E-01     -0.38547195E-07      0.15826588E-02      0.16575559E+00
      0.29142215E+00      0.24587782E-01     -0.38225738E-07      0.15867994E-02      0.17069637E+00
