# nspin         1
# kick mode    0
# kick strength    0.005000000000
# dim           3
# pol(1)           1.000000000000    0.000000000000    0.000000000000
# pol(2)           0.000000000000    1.000000000000    0.000000000000
# pol(3)           0.000000000000    0.000000000000    1.000000000000
# direction    1
# Equiv. axes  0
# wprime           0.000000000000    0.000000000000    1.000000000000
# kick time        0.000000000000
#%
# Number of time steps =    10000
# PropagationSpectrumDampMode   =    2
# PropagationSpectrumDampFactor =    -1.0000
# PropagationSpectrumStartTime  =     0.0000
# PropagationSpectrumEndTime    =   200.0000
# PropagationSpectrumMinEnergy  =     0.0000
# PropagationSpectrumMaxEnergy  =     0.7350
# PropagationSpectrumEnergyStep =     0.0004
#%
# Electronic sum rule       =         3.022711
# Static polarizability (from sum rule) =        11.025296 b
#%
#       Energy        sigma(1, nspin=1)   sigma(2, nspin=1)   sigma(3, nspin=1)   StrengthFunction(1)
#        [H]                [b^2]               [b^2]               [b^2]               [1/H]        
      0.17786673E+00      0.23205216E-03     -0.11826573E-12     -0.71814472E-13      0.16109815E-02
      0.17823423E+00      0.23551488E-03     -0.11820975E-12     -0.72797257E-13      0.16350208E-02
      0.17860172E+00      0.23895464E-03     -0.11816139E-12     -0.73802531E-13      0.16589008E-02
      0.17896921E+00      0.24235772E-03     -0.11812053E-12     -0.74829376E-13      0.16825260E-02
      0.17933671E+00      0.24571036E-03     -0.11808704E-12     -0.75876818E-13      0.17058012E-02
      0.17970420E+00      0.24899891E-03     -0.11806077E-12     -0.76943842E-13      0.17286313E-02
      0.18007169E+00      0.25220984E-03     -0.11804158E-12     -0.78029385E-13      0.17509227E-02
      0.18043919E+00      0.25532984E-03     -0.11802931E-12     -0.79132348E-13      0.17725827E-02
      0.18080668E+00      0.25834585E-03     -0.11802381E-12     -0.80251598E-13      0.17935208E-02
      0.18117417E+00      0.26124519E-03     -0.11802493E-12     -0.81385971E-13      0.18136490E-02
      0.18154167E+00      0.26401558E-03     -0.11803250E-12     -0.82534275E-13      0.18328819E-02
      0.18190916E+00      0.26664519E-03     -0.11804638E-12     -0.83695300E-13      0.18511375E-02
      0.18227665E+00      0.26912276E-03     -0.11806640E-12     -0.84867816E-13      0.18683377E-02
      0.18264415E+00      0.27143764E-03     -0.11809241E-12     -0.86050581E-13      0.18844082E-02
      0.18301164E+00      0.27357980E-03     -0.11812426E-12     -0.87242342E-13      0.18992799E-02
      0.18337913E+00      0.27553999E-03     -0.11816179E-12     -0.88441843E-13      0.19128881E-02
      0.18374663E+00      0.27730969E-03     -0.11820487E-12     -0.89647825E-13      0.19251740E-02
      0.18411412E+00      0.27888124E-03     -0.11825334E-12     -0.90859033E-13      0.19360841E-02
      0.18448161E+00      0.28024783E-03     -0.11830708E-12     -0.92074217E-13      0.19455715E-02
      0.18484911E+00      0.28140361E-03     -0.11836595E-12     -0.93292139E-13      0.19535952E-02
      0.18521660E+00      0.28234365E-03     -0.11842982E-12     -0.94511571E-13      0.19601214E-02
      0.18558409E+00      0.28306407E-03     -0.11849857E-12     -0.95731304E-13      0.19651227E-02
      0.18595159E+00      0.28356198E-03     -0.11857209E-12     -0.96950148E-13      0.19685794E-02
      0.18631908E+00      0.28383557E-03     -0.11865028E-12     -0.98166933E-13      0.19704787E-02
      0.18668657E+00      0.28388410E-03     -0.11873302E-12     -0.99380517E-13      0.19708156E-02
      0.18705407E+00      0.28370794E-03     -0.11882022E-12     -0.10058978E-12      0.19695927E-02
      0.18742156E+00      0.28330856E-03     -0.11891181E-12     -0.10179364E-12      0.19668200E-02
      0.18778905E+00      0.28268855E-03     -0.11900769E-12     -0.10299104E-12      0.19625157E-02
      0.18815655E+00      0.28185160E-03     -0.11910779E-12     -0.10418096E-12      0.19567054E-02
      0.18852404E+00      0.28080253E-03     -0.11921204E-12     -0.10536240E-12      0.19494224E-02
      0.18889153E+00      0.27954724E-03     -0.11932039E-12     -0.10653441E-12      0.19407078E-02
      0.18925903E+00      0.27809273E-03     -0.11943278E-12     -0.10769608E-12      0.19306100E-02
      0.18962652E+00      0.27644702E-03     -0.11954915E-12     -0.10884652E-12      0.19191850E-02
      0.18999401E+00      0.27461919E-03     -0.11966948E-12     -0.10998489E-12      0.19064956E-02
      0.19036151E+00      0.27261929E-03     -0.11979371E-12     -0.11111039E-12      0.18926117E-02
      0.19072900E+00      0.27045835E-03     -0.11992182E-12     -0.11222224E-12      0.18776097E-02
      0.19109649E+00      0.26814827E-03     -0.12005377E-12     -0.11331971E-12      0.18615724E-02
      0.19146399E+00      0.26570183E-03     -0.12018955E-12     -0.11440212E-12      0.18445884E-02
      0.19183148E+00      0.26313260E-03     -0.12032914E-12     -0.11546879E-12      0.18267520E-02
      0.19219897E+00      0.26045486E-03     -0.12047251E-12     -0.11651910E-12      0.18081623E-02
      0.19256647E+00      0.25768361E-03     -0.12061965E-12     -0.11755247E-12      0.17889234E-02
      0.19293396E+00      0.25483442E-03     -0.12077056E-12     -0.11856833E-12      0.17691433E-02
      0.19330145E+00      0.25192337E-03     -0.12092522E-12     -0.11956615E-12      0.17489339E-02
      0.19366894E+00      0.24896701E-03     -0.12108362E-12     -0.12054544E-12      0.17284099E-02
      0.19403644E+00      0.24598225E-03     -0.12124575E-12     -0.12150571E-12      0.17076887E-02
      0.19440393E+00      0.24298627E-03     -0.12141160E-12     -0.12244652E-12      0.16868896E-02
      0.19477142E+00      0.23999645E-03     -0.12158118E-12     -0.12336745E-12      0.16661333E-02
      0.19513892E+00      0.23703027E-03     -0.12175446E-12     -0.12426809E-12      0.16455412E-02
      0.19550641E+00      0.23410523E-03     -0.12193143E-12     -0.12514804E-12      0.16252345E-02
      0.19587390E+00      0.23123872E-03     -0.12211208E-12     -0.12600695E-12      0.16053343E-02
      0.19624140E+00      0.22844799E-03     -0.12229640E-12     -0.12684444E-12      0.15859602E-02
      0.19660889E+00      0.22575000E-03     -0.12248437E-12     -0.12766017E-12      0.15672298E-02
      0.19697638E+00      0.22316135E-03     -0.12267596E-12     -0.12845380E-12      0.15492586E-02
      0.19734388E+00      0.22069819E-03     -0.12287115E-12     -0.12922499E-12      0.15321585E-02
      0.19771137E+00      0.21837612E-03     -0.12306992E-12     -0.12997341E-12      0.15160379E-02
      0.19807886E+00      0.21621010E-03     -0.12327222E-12     -0.13069873E-12      0.15010008E-02
      0.19844636E+00      0.21421439E-03     -0.12347801E-12     -0.13140060E-12      0.14871459E-02
      0.19881385E+00      0.21240240E-03     -0.12368727E-12     -0.13207869E-12      0.14745665E-02
      0.19918134E+00      0.21078668E-03     -0.12389993E-12     -0.13273265E-12      0.14633496E-02
      0.19954884E+00      0.20937879E-03     -0.12411595E-12     -0.13336212E-12      0.14535756E-02
      0.19991633E+00      0.20818926E-03     -0.12433527E-12     -0.13396673E-12      0.14453175E-02
      0.20028382E+00      0.20722751E-03     -0.12455781E-12     -0.13454609E-12      0.14386407E-02
      0.20065132E+00      0.20650178E-03     -0.12478353E-12     -0.13509980E-12      0.14336024E-02
      0.20101881E+00      0.20601905E-03     -0.12501233E-12     -0.13562744E-12      0.14302512E-02
      0.20138630E+00      0.20578505E-03     -0.12524415E-12     -0.13612857E-12      0.14286266E-02
      0.20175380E+00      0.20580414E-03     -0.12547890E-12     -0.13660272E-12      0.14287592E-02
      0.20212129E+00      0.20607933E-03     -0.12571648E-12     -0.13704942E-12      0.14306696E-02
      0.20248878E+00      0.20661220E-03     -0.12595681E-12     -0.13746814E-12      0.14343690E-02
      0.20285628E+00      0.20740291E-03     -0.12619979E-12     -0.13785837E-12      0.14398584E-02
      0.20322377E+00      0.20845015E-03     -0.12644531E-12     -0.13821952E-12      0.14471286E-02
      0.20359126E+00      0.20975115E-03     -0.12669327E-12     -0.13855102E-12      0.14561606E-02
      0.20395876E+00      0.21130168E-03     -0.12694356E-12     -0.13885224E-12      0.14669249E-02
      0.20432625E+00      0.21309603E-03     -0.12719606E-12     -0.13912254E-12      0.14793819E-02
      0.20469374E+00      0.21512705E-03     -0.12745067E-12     -0.13936125E-12      0.14934818E-02
      0.20506124E+00      0.21738614E-03     -0.12770726E-12     -0.13956766E-12      0.15091652E-02
      0.20542873E+00      0.21986332E-03     -0.12796571E-12     -0.13974105E-12      0.15263626E-02
      0.20579622E+00      0.22254723E-03     -0.12822590E-12     -0.13988066E-12      0.15449952E-02
      0.20616372E+00      0.22542518E-03     -0.12848772E-12     -0.13998571E-12      0.15649748E-02
      0.20653121E+00      0.22848323E-03     -0.12875103E-12     -0.14005540E-12      0.15862048E-02
      0.20689870E+00      0.23170621E-03     -0.12901572E-12     -0.14008888E-12      0.16085798E-02
      0.20726620E+00      0.23507782E-03     -0.12928167E-12     -0.14008530E-12      0.16319866E-02
      0.20763369E+00      0.23858069E-03     -0.12954875E-12     -0.14004380E-12      0.16563046E-02
      0.20800118E+00      0.24219645E-03     -0.12981685E-12     -0.13996347E-12      0.16814065E-02
      0.20836868E+00      0.24590586E-03     -0.13008585E-12     -0.13984341E-12      0.17071584E-02
      0.20873617E+00      0.24968885E-03     -0.13035565E-12     -0.13968268E-12      0.17334211E-02
      0.20910366E+00      0.25352466E-03     -0.13062612E-12     -0.13948035E-12      0.17600505E-02
      0.20947115E+00      0.25739192E-03     -0.13089717E-12     -0.13923547E-12      0.17868983E-02
      0.20983865E+00      0.26126877E-03     -0.13116869E-12     -0.13894707E-12      0.18138127E-02
      0.21020614E+00      0.26513300E-03     -0.13144058E-12     -0.13861420E-12      0.18406394E-02
      0.21057363E+00      0.26896212E-03     -0.13171276E-12     -0.13823588E-12      0.18672224E-02
      0.21094113E+00      0.27273352E-03     -0.13198514E-12     -0.13781116E-12      0.18934047E-02
      0.21130862E+00      0.27642455E-03     -0.13225763E-12     -0.13733907E-12      0.19190290E-02
      0.21167611E+00      0.28001271E-03     -0.13253017E-12     -0.13681866E-12      0.19439392E-02
      0.21204361E+00      0.28347573E-03     -0.13280268E-12     -0.13624899E-12      0.19679806E-02
      0.21241110E+00      0.28679169E-03     -0.13307510E-12     -0.13562912E-12      0.19910011E-02
      0.21277859E+00      0.28993919E-03     -0.13334738E-12     -0.13495814E-12      0.20128520E-02
      0.21314609E+00      0.29289744E-03     -0.13361947E-12     -0.13423516E-12      0.20333892E-02
      0.21351358E+00      0.29564640E-03     -0.13389132E-12     -0.13345932E-12      0.20524734E-02
      0.21388107E+00      0.29816691E-03     -0.13416291E-12     -0.13262977E-12      0.20699716E-02
      0.21424857E+00      0.30044079E-03     -0.13443420E-12     -0.13174570E-12      0.20857575E-02
      0.21461606E+00      0.30245096E-03     -0.13470518E-12     -0.13080634E-12      0.20997128E-02
      0.21498355E+00      0.30418157E-03     -0.13497583E-12     -0.12981095E-12      0.21117273E-02
      0.21535105E+00      0.30561810E-03     -0.13524613E-12     -0.12875883E-12      0.21217001E-02
      0.21571854E+00      0.30674743E-03     -0.13551610E-12     -0.12764934E-12      0.21295403E-02
      0.21608603E+00      0.30755801E-03     -0.13578573E-12     -0.12648186E-12      0.21351676E-02
      0.21645353E+00      0.30803985E-03     -0.13605504E-12     -0.12525585E-12      0.21385127E-02
      0.21682102E+00      0.30818468E-03     -0.13632404E-12     -0.12397081E-12      0.21395182E-02
      0.21718851E+00      0.30798598E-03     -0.13659274E-12     -0.12262629E-12      0.21381387E-02
      0.21755601E+00      0.30743908E-03     -0.13686117E-12     -0.12122191E-12      0.21343420E-02
      0.21792350E+00      0.30654116E-03     -0.13712937E-12     -0.11975735E-12      0.21281083E-02
      0.21829099E+00      0.30529135E-03     -0.13739735E-12     -0.11823237E-12      0.21194317E-02
      0.21865849E+00      0.30369074E-03     -0.13766515E-12     -0.11664676E-12      0.21083198E-02
      0.21902598E+00      0.30174242E-03     -0.13793281E-12     -0.11500042E-12      0.20947939E-02
      0.21939347E+00      0.29945145E-03     -0.13820036E-12     -0.11329330E-12      0.20788892E-02
      0.21976097E+00      0.29682494E-03     -0.13846784E-12     -0.11152543E-12      0.20606551E-02
      0.22012846E+00      0.29387197E-03     -0.13873528E-12     -0.10969691E-12      0.20401547E-02
      0.22049595E+00      0.29060363E-03     -0.13900272E-12     -0.10780793E-12      0.20174648E-02
      0.22086345E+00      0.28703294E-03     -0.13927019E-12     -0.10585875E-12      0.19926759E-02
      0.22123094E+00      0.28317485E-03     -0.13953771E-12     -0.10384972E-12      0.19658918E-02
      0.22159843E+00      0.27904617E-03     -0.13980531E-12     -0.10178125E-12      0.19372292E-02
      0.22196593E+00      0.27466551E-03     -0.14007302E-12     -0.99653850E-13      0.19068172E-02
      0.22233342E+00      0.27005319E-03     -0.14034084E-12     -0.97468116E-13      0.18747970E-02
      0.22270091E+00      0.26523121E-03     -0.14060879E-12     -0.95224718E-13      0.18413212E-02
      0.22306841E+00      0.26022307E-03     -0.14087688E-12     -0.92924411E-13      0.18065531E-02
      0.22343590E+00      0.25505374E-03     -0.14114508E-12     -0.90568036E-13      0.17706659E-02
      0.22380339E+00      0.24974952E-03     -0.14141339E-12     -0.88156519E-13      0.17338423E-02
      0.22417088E+00      0.24433790E-03     -0.14168179E-12     -0.85690867E-13      0.16962731E-02
      0.22453838E+00      0.23884746E-03     -0.14195024E-12     -0.83172172E-13      0.16581566E-02
      0.22490587E+00      0.23330769E-03     -0.14221869E-12     -0.80601607E-13      0.16196978E-02
      0.22527336E+00      0.22774887E-03     -0.14248710E-12     -0.77980429E-13      0.15811067E-02
      0.22564086E+00      0.22220193E-03     -0.14275538E-12     -0.75309973E-13      0.15425980E-02
      0.22600835E+00      0.21669824E-03     -0.14302346E-12     -0.72591655E-13      0.15043896E-02
      0.22637584E+00      0.21126949E-03     -0.14329125E-12     -0.69826971E-13      0.14667014E-02
      0.22674334E+00      0.20594749E-03     -0.14355863E-12     -0.67017490E-13      0.14297544E-02
      0.22711083E+00      0.20076402E-03     -0.14382549E-12     -0.64164857E-13      0.13937691E-02
      0.22747832E+00      0.19575064E-03     -0.14409168E-12     -0.61270793E-13      0.13589645E-02
      0.22784582E+00      0.19093850E-03     -0.14435705E-12     -0.58337087E-13      0.13255571E-02
      0.22821331E+00      0.18635818E-03     -0.14462145E-12     -0.55365599E-13      0.12937590E-02
      0.22858080E+00      0.18203952E-03     -0.14488468E-12     -0.52358253E-13      0.12637775E-02
      0.22894830E+00      0.17801140E-03     -0.14514654E-12     -0.49317042E-13      0.12358130E-02
      0.22931579E+00      0.17430162E-03     -0.14540683E-12     -0.46244016E-13      0.12100585E-02
      0.22968328E+00      0.17093668E-03     -0.14566532E-12     -0.43141289E-13      0.11866979E-02
      0.23005078E+00      0.16794162E-03     -0.14592176E-12     -0.40011028E-13      0.11659053E-02
      0.23041827E+00      0.16533988E-03     -0.14617590E-12     -0.36855455E-13      0.11478431E-02
      0.23078576E+00      0.16315313E-03     -0.14642747E-12     -0.33676845E-13      0.11326620E-02
      0.23115326E+00      0.16140111E-03     -0.14667617E-12     -0.30477518E-13      0.11204989E-02
      0.23152075E+00      0.16010150E-03     -0.14692172E-12     -0.27259840E-13      0.11114766E-02
      0.23188824E+00      0.15926977E-03     -0.14716379E-12     -0.24026219E-13      0.11057025E-02
      0.23225574E+00      0.15891908E-03     -0.14740207E-12     -0.20779102E-13      0.11032679E-02
      0.23262323E+00      0.15906014E-03     -0.14763621E-12     -0.17520971E-13      0.11042472E-02
      0.23299072E+00      0.15970115E-03     -0.14786588E-12     -0.14254340E-13      0.11086972E-02
      0.23335822E+00      0.16084763E-03     -0.14809070E-12     -0.10981751E-13      0.11166565E-02
      0.23372571E+00      0.16250246E-03     -0.14831033E-12     -0.77057739E-14      0.11281449E-02
      0.23409320E+00      0.16466569E-03     -0.14852438E-12     -0.44289982E-14      0.11431627E-02
      0.23446070E+00      0.16733461E-03     -0.14873247E-12     -0.11540332E-14      0.11616912E-02
      0.23482819E+00      0.17050360E-03     -0.14893423E-12      0.21164967E-14      0.11836914E-02
      0.23519568E+00      0.17416422E-03     -0.14912925E-12      0.53799553E-14      0.12091046E-02
      0.23556318E+00      0.17830511E-03     -0.14931714E-12      0.86336979E-14      0.12378520E-02
      0.23593067E+00      0.18291209E-03     -0.14949752E-12      0.11875075E-13      0.12698351E-02
      0.23629816E+00      0.18796811E-03     -0.14966998E-12      0.15101436E-13      0.13049356E-02
      0.23666566E+00      0.19345333E-03     -0.14983413E-12      0.18310130E-13      0.13430159E-02
      0.23703315E+00      0.19934520E-03     -0.14998958E-12      0.21498515E-13      0.13839191E-02
      0.23740064E+00      0.20561848E-03     -0.15013593E-12      0.24663954E-13      0.14274703E-02
      0.23776814E+00      0.21224539E-03     -0.15027281E-12      0.27803825E-13      0.14734765E-02
      0.23813563E+00      0.21919569E-03     -0.15039985E-12      0.30915520E-13      0.15217277E-02
      0.23850312E+00      0.22643678E-03     -0.15051666E-12      0.33996450E-13      0.15719977E-02
      0.23887062E+00      0.23393389E-03     -0.15062290E-12      0.37044047E-13      0.16240451E-02
      0.23923811E+00      0.24165020E-03     -0.15071822E-12      0.40055770E-13      0.16776142E-02
      0.23960560E+00      0.24954699E-03     -0.15080228E-12      0.43029106E-13      0.17324363E-02
      0.23997309E+00      0.25758388E-03     -0.15087477E-12      0.45961573E-13      0.17882309E-02
      0.24034059E+00      0.26571894E-03     -0.15093538E-12      0.48850724E-13      0.18447072E-02
      0.24070808E+00      0.27390897E-03     -0.15098383E-12      0.51694153E-13      0.19015650E-02
      0.24107557E+00      0.28210967E-03     -0.15101985E-12      0.54489490E-13      0.19584970E-02
      0.24144307E+00      0.29027589E-03     -0.15104320E-12      0.57234414E-13      0.20151895E-02
      0.24181056E+00      0.29836184E-03     -0.15105365E-12      0.59926648E-13      0.20713248E-02
      0.24217805E+00      0.30632134E-03     -0.15105100E-12      0.62563967E-13      0.21265823E-02
      0.24254555E+00      0.31410810E-03     -0.15103507E-12      0.65144199E-13      0.21806404E-02
      0.24291304E+00      0.32167590E-03     -0.15100572E-12      0.67665228E-13      0.22331786E-02
      0.24328053E+00      0.32897894E-03     -0.15096281E-12      0.70124996E-13      0.22838787E-02
      0.24364803E+00      0.33597203E-03     -0.15090624E-12      0.72521508E-13      0.23324270E-02
      0.24401552E+00      0.34261087E-03     -0.15083596E-12      0.74852832E-13      0.23785160E-02
      0.24438301E+00      0.34885233E-03     -0.15075191E-12      0.77117105E-13      0.24218462E-02
      0.24475051E+00      0.35465470E-03     -0.15065409E-12      0.79312532E-13      0.24621281E-02
      0.24511800E+00      0.35997792E-03     -0.15054251E-12      0.81437392E-13      0.24990837E-02
      0.24548549E+00      0.36478390E-03     -0.15041723E-12      0.83490037E-13      0.25324483E-02
      0.24585299E+00      0.36903668E-03     -0.15027834E-12      0.85468899E-13      0.25619725E-02
      0.24622048E+00      0.37270274E-03     -0.15012594E-12      0.87372488E-13      0.25874235E-02
      0.24658797E+00      0.37575121E-03     -0.14996019E-12      0.89199397E-13      0.26085870E-02
      0.24695547E+00      0.37815408E-03     -0.14978126E-12      0.90948302E-13      0.26252685E-02
      0.24732296E+00      0.37988642E-03     -0.14958938E-12      0.92617968E-13      0.26372949E-02
      0.24769045E+00      0.38092655E-03     -0.14938478E-12      0.94207248E-13      0.26445159E-02
      0.24805795E+00      0.38125630E-03     -0.14916775E-12      0.95715084E-13      0.26468051E-02
      0.24842544E+00      0.38086107E-03     -0.14893860E-12      0.97140515E-13      0.26440612E-02
      0.24879293E+00      0.37973006E-03     -0.14869767E-12      0.98482672E-13      0.26362094E-02
      0.24916043E+00      0.37785638E-03     -0.14844533E-12      0.99740783E-13      0.26232017E-02
      0.24952792E+00      0.37523716E-03     -0.14818199E-12      0.10091417E-12      0.26050182E-02
      0.24989541E+00      0.37187363E-03     -0.14790809E-12      0.10200228E-12      0.25816675E-02
      0.25026291E+00      0.36777123E-03     -0.14762410E-12      0.10300461E-12      0.25531873E-02
      0.25063040E+00      0.36293963E-03     -0.14733050E-12      0.10392082E-12      0.25196448E-02
      0.25099789E+00      0.35739277E-03     -0.14702781E-12      0.10475063E-12      0.24811367E-02
      0.25136539E+00      0.35114888E-03     -0.14671660E-12      0.10549389E-12      0.24377896E-02
      0.25173288E+00      0.34423045E-03     -0.14639742E-12      0.10615055E-12      0.23897596E-02
      0.25210037E+00      0.33666417E-03     -0.14607087E-12      0.10672066E-12      0.23372320E-02
      0.25246787E+00      0.32848092E-03     -0.14573758E-12      0.10720439E-12      0.22804213E-02
      0.25283536E+00      0.31971564E-03     -0.14539818E-12      0.10760201E-12      0.22195698E-02
      0.25320285E+00      0.31040723E-03     -0.14505334E-12      0.10791391E-12      0.21549478E-02
      0.25357035E+00      0.30059841E-03     -0.14470374E-12      0.10814058E-12      0.20868518E-02
      0.25393784E+00      0.29033558E-03     -0.14435006E-12      0.10828263E-12      0.20156039E-02
      0.25430533E+00      0.27966861E-03     -0.14399302E-12      0.10834078E-12      0.19415504E-02
      0.25467283E+00      0.26865067E-03     -0.14363334E-12      0.10831585E-12      0.18650602E-02
      0.25504032E+00      0.25733795E-03     -0.14327175E-12      0.10820877E-12      0.17865237E-02
      0.25540781E+00      0.24578949E-03     -0.14290899E-12      0.10802060E-12      0.17063505E-02
      0.25577530E+00      0.23406685E-03     -0.14254583E-12      0.10775250E-12      0.16249681E-02
      0.25614280E+00      0.22223382E-03     -0.14218300E-12      0.10740572E-12      0.15428194E-02
      0.25651029E+00      0.21035618E-03     -0.14182127E-12      0.10698163E-12      0.14603609E-02
      0.25687778E+00      0.19850130E-03     -0.14146141E-12      0.10648173E-12      0.13780605E-02
      0.25724528E+00      0.18673786E-03     -0.14110416E-12      0.10590758E-12      0.12963949E-02
      0.25761277E+00      0.17513547E-03     -0.14075030E-12      0.10526089E-12      0.12158473E-02
      0.25798026E+00      0.16376433E-03     -0.14040057E-12      0.10454343E-12      0.11369052E-02
      0.25834776E+00      0.15269482E-03     -0.14005571E-12      0.10375709E-12      0.10600570E-02
      0.25871525E+00      0.14199716E-03     -0.13971648E-12      0.10290386E-12      0.98579038E-03
      0.25908274E+00      0.13174099E-03     -0.13938360E-12      0.10198582E-12      0.91458876E-03
      0.25945024E+00      0.12199501E-03     -0.13905778E-12      0.10100515E-12      0.84692902E-03
      0.25981773E+00      0.11282656E-03     -0.13873974E-12      0.99964092E-13      0.78327860E-03
      0.26018522E+00      0.10430120E-03     -0.13843015E-12      0.98865009E-13      0.72409280E-03
      0.26055272E+00      0.96482374E-04     -0.13812970E-12      0.97710327E-13      0.66981198E-03
      0.26092021E+00      0.89430982E-04     -0.13783904E-12      0.96502558E-13      0.62085893E-03
      0.26128770E+00      0.83204995E-04     -0.13755880E-12      0.95244286E-13      0.57763610E-03
      0.26165520E+00      0.77859086E-04     -0.13728959E-12      0.93938169E-13      0.54052307E-03
      0.26202269E+00      0.73444259E-04     -0.13703200E-12      0.92586933E-13      0.50987391E-03
      0.26239018E+00      0.70007498E-04     -0.13678661E-12      0.91193367E-13      0.48601479E-03
      0.26275768E+00      0.67591423E-04     -0.13655394E-12      0.89760317E-13      0.46924162E-03
      0.26312517E+00      0.66233969E-04     -0.13633450E-12      0.88290685E-13      0.45981773E-03
      0.26349266E+00      0.65968080E-04     -0.13612880E-12      0.86787421E-13      0.45797184E-03
      0.26386016E+00      0.66821428E-04     -0.13593727E-12      0.85253521E-13      0.46389606E-03
      0.26422765E+00      0.68816149E-04     -0.13576035E-12      0.83692018E-13      0.47774406E-03
      0.26459514E+00      0.71968610E-04     -0.13559843E-12      0.82105978E-13      0.49962947E-03
      0.26496264E+00      0.76289198E-04     -0.13545189E-12      0.80498497E-13      0.52962439E-03
      0.26533013E+00      0.81782137E-04     -0.13532104E-12      0.78872692E-13      0.56775816E-03
      0.26569762E+00      0.88445340E-04     -0.13520620E-12      0.77231697E-13      0.61401628E-03
      0.26606512E+00      0.96270285E-04     -0.13510764E-12      0.75578656E-13      0.66833959E-03
      0.26643261E+00      0.10524193E-03     -0.13502559E-12      0.73916718E-13      0.73062366E-03
      0.26680010E+00      0.11533865E-03     -0.13496026E-12      0.72249031E-13      0.80071840E-03
      0.26716760E+00      0.12653224E-03     -0.13491181E-12      0.70578734E-13      0.87842793E-03
      0.26753509E+00      0.13878790E-03     -0.13488039E-12      0.68908954E-13      0.96351071E-03
      0.26790258E+00      0.15206431E-03     -0.13486611E-12      0.67242798E-13      0.10556798E-02
      0.26827008E+00      0.16631370E-03     -0.13486904E-12      0.65583345E-13      0.11546037E-02
      0.26863757E+00      0.18148199E-03     -0.13488922E-12      0.63933644E-13      0.12599070E-02
      0.26900506E+00      0.19750896E-03     -0.13492667E-12      0.62296702E-13      0.13711714E-02
      0.26937256E+00      0.21432842E-03     -0.13498137E-12      0.60675484E-13      0.14879375E-02
      0.26974005E+00      0.23186846E-03     -0.13505326E-12      0.59072903E-13      0.16097062E-02
      0.27010754E+00      0.25005173E-03     -0.13514228E-12      0.57491815E-13      0.17359404E-02
      0.27047503E+00      0.26879576E-03     -0.13524831E-12      0.55935011E-13      0.18660674E-02
      0.27084253E+00      0.28801324E-03     -0.13537123E-12      0.54405217E-13      0.19994815E-02
      0.27121002E+00      0.30761248E-03     -0.13551087E-12      0.52905079E-13      0.21355457E-02
      0.27157751E+00      0.32749775E-03     -0.13566705E-12      0.51437167E-13      0.22735958E-02
      0.27194501E+00      0.34756976E-03     -0.13583956E-12      0.50003962E-13      0.24129422E-02
      0.27231250E+00      0.36772609E-03     -0.13602818E-12      0.48607854E-13      0.25528740E-02
      0.27267999E+00      0.38786173E-03     -0.13623264E-12      0.47251138E-13      0.26926622E-02
      0.27304749E+00      0.40786956E-03     -0.13645268E-12      0.45936006E-13      0.28315630E-02
      0.27341498E+00      0.42764091E-03     -0.13668800E-12      0.44664544E-13      0.29688221E-02
      0.27378247E+00      0.44706611E-03     -0.13693829E-12      0.43438728E-13      0.31036781E-02
      0.27414997E+00      0.46603508E-03     -0.13720323E-12      0.42260418E-13      0.32353669E-02
      0.27451746E+00      0.48443794E-03     -0.13748248E-12      0.41131355E-13      0.33631255E-02
      0.27488495E+00      0.50216557E-03     -0.13777568E-12      0.40053159E-13      0.34861965E-02
      0.27525245E+00      0.51911030E-03     -0.13808248E-12      0.39027324E-13      0.36038323E-02
      0.27561994E+00      0.53516645E-03     -0.13840249E-12      0.38055212E-13      0.37152993E-02
      0.27598743E+00      0.55023101E-03     -0.13873533E-12      0.37138056E-13      0.38198824E-02
      0.27635493E+00      0.56420425E-03     -0.13908061E-12      0.36276954E-13      0.39168892E-02
      0.27672242E+00      0.57699036E-03     -0.13943794E-12      0.35472868E-13      0.40056545E-02
      0.27708991E+00      0.58849801E-03     -0.13980691E-12      0.34726622E-13      0.40855443E-02
      0.27745741E+00      0.59864101E-03     -0.14018713E-12      0.34038900E-13      0.41559604E-02
      0.27782490E+00      0.60733889E-03     -0.14057818E-12      0.33410247E-13      0.42163439E-02
      0.27819239E+00      0.61451745E-03     -0.14097967E-12      0.32841064E-13      0.42661798E-02
      0.27855989E+00      0.62010931E-03     -0.14139119E-12      0.32331615E-13      0.43050003E-02
      0.27892738E+00      0.62405448E-03     -0.14181235E-12      0.31882021E-13      0.43323889E-02
      0.27929487E+00      0.62630079E-03     -0.14224275E-12      0.31492260E-13      0.43479835E-02
      0.27966237E+00      0.62680443E-03     -0.14268200E-12      0.31162175E-13      0.43514799E-02
      0.28002986E+00      0.62553032E-03     -0.14312971E-12      0.30891468E-13      0.43426347E-02
      0.28039735E+00      0.62245256E-03     -0.14358552E-12      0.30679704E-13      0.43212678E-02
      0.28076485E+00      0.61755474E-03     -0.14404907E-12      0.30526316E-13      0.42872656E-02
      0.28113234E+00      0.61083028E-03     -0.14451998E-12      0.30430602E-13      0.42405822E-02
      0.28149983E+00      0.60228270E-03     -0.14499793E-12      0.30391732E-13      0.41812422E-02
      0.28186733E+00      0.59192581E-03     -0.14548257E-12      0.30408750E-13      0.41093413E-02
