# nspin         1
# kick mode    0
# kick strength    0.005000000000
# dim           3
# pol(1)           1.000000000000    0.000000000000    0.000000000000
# pol(2)           0.000000000000    1.000000000000    0.000000000000
# pol(3)           0.000000000000    0.000000000000    1.000000000000
# direction    1
# Equiv. axes  0
# wprime           0.000000000000    0.000000000000    1.000000000000
# kick time        0.000000000000
#%
# Number of time steps =    10000
# PropagationSpectrumDampMode   =    2
# PropagationSpectrumDampFactor =    -1.0000
# PropagationSpectrumStartTime  =     0.0000
# PropagationSpectrumEndTime    =   200.0000
# PropagationSpectrumMinEnergy  =     0.0000
# PropagationSpectrumMaxEnergy  =     0.7350
# PropagationSpectrumEnergyStep =     0.0004
#%
# Electronic sum rule       =         3.822896
# Static polarizability (from sum rule) =        14.059382 b
#%
#       Energy        sigma(1, nspin=1)   sigma(2, nspin=1)   sigma(3, nspin=1)   StrengthFunction(1)
#        [H]                [b^2]               [b^2]               [b^2]               [1/H]        
      0.16794442E+00     -0.11387719E-03      0.35120112E-05     -0.44769470E-06     -0.79057242E-03
      0.16831191E+00     -0.12226041E-03      0.35125128E-05     -0.44778869E-06     -0.84877150E-03
      0.16867940E+00     -0.13002132E-03      0.35130907E-05     -0.44789281E-06     -0.90265021E-03
      0.16904690E+00     -0.13710669E-03      0.35137486E-05     -0.44800753E-06     -0.95183916E-03
      0.16941439E+00     -0.14346600E-03      0.35144899E-05     -0.44813326E-06     -0.99598757E-03
      0.16978188E+00     -0.14905174E-03      0.35153175E-05     -0.44827036E-06     -0.10347656E-02
      0.17014938E+00     -0.15381972E-03      0.35162339E-05     -0.44841912E-06     -0.10678665E-02
      0.17051687E+00     -0.15772938E-03      0.35172411E-05     -0.44857979E-06     -0.10950086E-02
      0.17088436E+00     -0.16074409E-03      0.35183406E-05     -0.44875254E-06     -0.11159377E-02
      0.17125186E+00     -0.16283141E-03      0.35195335E-05     -0.44893746E-06     -0.11304286E-02
      0.17161935E+00     -0.16396336E-03      0.35208204E-05     -0.44913461E-06     -0.11382869E-02
      0.17198684E+00     -0.16411664E-03      0.35222014E-05     -0.44934397E-06     -0.11393510E-02
      0.17235434E+00     -0.16327285E-03      0.35236760E-05     -0.44956545E-06     -0.11334932E-02
      0.17272183E+00     -0.16141869E-03      0.35252435E-05     -0.44979891E-06     -0.11206210E-02
      0.17308932E+00     -0.15854610E-03      0.35269024E-05     -0.45004414E-06     -0.11006786E-02
      0.17345682E+00     -0.15465245E-03      0.35286512E-05     -0.45030089E-06     -0.10736475E-02
      0.17382431E+00     -0.14974057E-03      0.35304875E-05     -0.45056882E-06     -0.10395477E-02
      0.17419180E+00     -0.14381894E-03      0.35324088E-05     -0.45084756E-06     -0.99843782E-03
      0.17455930E+00     -0.13690165E-03      0.35344120E-05     -0.45113668E-06     -0.95041574E-03
      0.17492679E+00     -0.12900848E-03      0.35364937E-05     -0.45143569E-06     -0.89561880E-03
      0.17529428E+00     -0.12016488E-03      0.35386502E-05     -0.45174406E-06     -0.83422363E-03
      0.17566178E+00     -0.11040192E-03      0.35408773E-05     -0.45206121E-06     -0.76644599E-03
      0.17602927E+00     -0.99756246E-04      0.35431707E-05     -0.45238653E-06     -0.69254027E-03
      0.17639676E+00     -0.88269961E-04      0.35455255E-05     -0.45271936E-06     -0.61279875E-03
      0.17676426E+00     -0.75990499E-04      0.35479370E-05     -0.45305901E-06     -0.52755073E-03
      0.17713175E+00     -0.62970461E-04      0.35503997E-05     -0.45340475E-06     -0.43716140E-03
      0.17749924E+00     -0.49267419E-04      0.35529084E-05     -0.45375583E-06     -0.34203043E-03
      0.17786673E+00     -0.34943690E-04      0.35554575E-05     -0.45411149E-06     -0.24259045E-03
      0.17823423E+00     -0.20066082E-04      0.35580412E-05     -0.45447092E-06     -0.13930526E-03
      0.17860172E+00     -0.47056058E-05      0.35606537E-05     -0.45483333E-06     -0.32667844E-04
      0.17896921E+00      0.11062836E-04      0.35632892E-05     -0.45519789E-06      0.76801800E-04
      0.17933671E+00      0.27160790E-04      0.35659416E-05     -0.45556379E-06      0.18855903E-03
      0.17970420E+00      0.43506619E-04      0.35686050E-05     -0.45593019E-06      0.30203708E-03
      0.18007169E+00      0.60015889E-04      0.35712736E-05     -0.45629627E-06      0.41664980E-03
      0.18043919E+00      0.76601787E-04      0.35739413E-05     -0.45666123E-06      0.53179449E-03
      0.18080668E+00      0.93175545E-04      0.35766024E-05     -0.45702425E-06      0.64685490E-03
      0.18117417E+00      0.10964690E-03      0.35792512E-05     -0.45738453E-06      0.76120439E-03
      0.18154167E+00      0.12592455E-03      0.35818823E-05     -0.45774132E-06      0.87420915E-03
      0.18190916E+00      0.14191666E-03      0.35844901E-05     -0.45809386E-06      0.98523154E-03
      0.18227665E+00      0.15753131E-03      0.35870695E-05     -0.45844142E-06      0.10936335E-02
      0.18264415E+00      0.17267705E-03      0.35896157E-05     -0.45878332E-06      0.11987802E-02
      0.18301164E+00      0.18726338E-03      0.35921238E-05     -0.45911889E-06      0.13000432E-02
      0.18337913E+00      0.20120124E-03      0.35945896E-05     -0.45944750E-06      0.13968044E-02
      0.18374663E+00      0.21440359E-03      0.35970088E-05     -0.45976858E-06      0.14884594E-02
      0.18411412E+00      0.22678585E-03      0.35993777E-05     -0.46008158E-06      0.15744210E-02
      0.18448161E+00      0.23826646E-03      0.36016928E-05     -0.46038600E-06      0.16541231E-02
      0.18484911E+00      0.24876734E-03      0.36039510E-05     -0.46068138E-06      0.17270237E-02
      0.18521660E+00      0.25821443E-03      0.36061495E-05     -0.46096733E-06      0.17926085E-02
      0.18558409E+00      0.26653812E-03      0.36082860E-05     -0.46124349E-06      0.18503942E-02
      0.18595159E+00      0.27367373E-03      0.36103584E-05     -0.46150956E-06      0.18999320E-02
      0.18631908E+00      0.27956197E-03      0.36123652E-05     -0.46176529E-06      0.19408100E-02
      0.18668657E+00      0.28414932E-03      0.36143052E-05     -0.46201048E-06      0.19726569E-02
      0.18705407E+00      0.28738847E-03      0.36161775E-05     -0.46224500E-06      0.19951441E-02
      0.18742156E+00      0.28923868E-03      0.36179819E-05     -0.46246876E-06      0.20079889E-02
      0.18778905E+00      0.28966610E-03      0.36197183E-05     -0.46268173E-06      0.20109562E-02
      0.18815655E+00      0.28864412E-03      0.36213871E-05     -0.46288393E-06      0.20038612E-02
      0.18852404E+00      0.28615360E-03      0.36229892E-05     -0.46307543E-06      0.19865712E-02
      0.18889153E+00      0.28218315E-03      0.36245257E-05     -0.46325638E-06      0.19590071E-02
      0.18925903E+00      0.27672931E-03      0.36259983E-05     -0.46342695E-06      0.19211448E-02
      0.18962652E+00      0.26979674E-03      0.36274089E-05     -0.46358737E-06      0.18730166E-02
      0.18999401E+00      0.26139829E-03      0.36287599E-05     -0.46373793E-06      0.18147119E-02
      0.19036151E+00      0.25155515E-03      0.36300537E-05     -0.46387896E-06      0.17463776E-02
      0.19072900E+00      0.24029682E-03      0.36312935E-05     -0.46401083E-06      0.16682186E-02
      0.19109649E+00      0.22766116E-03      0.36324825E-05     -0.46413396E-06      0.15804977E-02
      0.19146399E+00      0.21369428E-03      0.36336243E-05     -0.46424882E-06      0.14835351E-02
      0.19183148E+00      0.19845047E-03      0.36347227E-05     -0.46435588E-06      0.13777076E-02
      0.19219897E+00      0.18199206E-03      0.36357817E-05     -0.46445570E-06      0.12634480E-02
      0.19256647E+00      0.16438920E-03      0.36368057E-05     -0.46454883E-06      0.11412432E-02
      0.19293396E+00      0.14571965E-03      0.36377992E-05     -0.46463587E-06      0.10116332E-02
      0.19330145E+00      0.12606848E-03      0.36387667E-05     -0.46471742E-06      0.87520832E-03
      0.19366894E+00      0.10552771E-03      0.36397131E-05     -0.46479415E-06      0.73260765E-03
      0.19403644E+00      0.84196001E-04      0.36406433E-05     -0.46486669E-06      0.58451599E-03
      0.19440393E+00      0.62178178E-04      0.36415622E-05     -0.46493574E-06      0.43166111E-03
      0.19477142E+00      0.39584802E-04      0.36424750E-05     -0.46500198E-06      0.27481055E-03
      0.19513892E+00      0.16531660E-04      0.36433867E-05     -0.46506609E-06      0.11476815E-03
      0.19550641E+00     -0.68607661E-05      0.36443024E-05     -0.46512879E-06     -0.47629667E-04
      0.19587390E+00     -0.30467875E-04      0.36452272E-05     -0.46519077E-06     -0.21151788E-03
      0.19624140E+00     -0.54161547E-04      0.36461662E-05     -0.46525273E-06     -0.37600705E-03
      0.19660889E+00     -0.77810784E-04      0.36471241E-05     -0.46531536E-06     -0.54018774E-03
      0.19697638E+00     -0.10128237E-03      0.36481060E-05     -0.46537935E-06     -0.70313509E-03
      0.19734388E+00     -0.12444154E-03      0.36491164E-05     -0.46544537E-06     -0.86391362E-03
      0.19771137E+00     -0.14715274E-03      0.36501601E-05     -0.46551406E-06     -0.10215821E-02
      0.19807886E+00     -0.16928029E-03      0.36512413E-05     -0.46558606E-06     -0.11751988E-02
      0.19844636E+00     -0.19068916E-03      0.36523643E-05     -0.46566199E-06     -0.13238261E-02
      0.19881385E+00     -0.21124571E-03      0.36535331E-05     -0.46574243E-06     -0.14665363E-02
      0.19918134E+00     -0.23081844E-03      0.36547513E-05     -0.46582794E-06     -0.16024166E-02
      0.19954884E+00     -0.24927879E-03      0.36560225E-05     -0.46591904E-06     -0.17305743E-02
      0.19991633E+00     -0.26650182E-03      0.36573498E-05     -0.46601622E-06     -0.18501422E-02
      0.20028382E+00     -0.28236705E-03      0.36587363E-05     -0.46611995E-06     -0.19602838E-02
      0.20065132E+00     -0.29675911E-03      0.36601844E-05     -0.46623065E-06     -0.20601982E-02
      0.20101881E+00     -0.30956857E-03      0.36616965E-05     -0.46634869E-06     -0.21491256E-02
      0.20138630E+00     -0.32069255E-03      0.36632747E-05     -0.46647442E-06     -0.22263519E-02
      0.20175380E+00     -0.33003549E-03      0.36649204E-05     -0.46660814E-06     -0.22912136E-02
      0.20212129E+00     -0.33750974E-03      0.36666351E-05     -0.46675010E-06     -0.23431022E-02
      0.20248878E+00     -0.34303624E-03      0.36684196E-05     -0.46690050E-06     -0.23814690E-02
      0.20285628E+00     -0.34654511E-03      0.36702747E-05     -0.46705952E-06     -0.24058287E-02
      0.20322377E+00     -0.34797617E-03      0.36722005E-05     -0.46722728E-06     -0.24157636E-02
      0.20359126E+00     -0.34727950E-03      0.36741970E-05     -0.46740384E-06     -0.24109271E-02
      0.20395876E+00     -0.34441587E-03      0.36762638E-05     -0.46758924E-06     -0.23910469E-02
      0.20432625E+00     -0.33935720E-03      0.36784001E-05     -0.46778347E-06     -0.23559279E-02
      0.20469374E+00     -0.33208689E-03      0.36806048E-05     -0.46798645E-06     -0.23054551E-02
      0.20506124E+00     -0.32260014E-03      0.36828765E-05     -0.46819808E-06     -0.22395949E-02
      0.20542873E+00     -0.31090421E-03      0.36852135E-05     -0.46841822E-06     -0.21583980E-02
      0.20579622E+00     -0.29701864E-03      0.36876137E-05     -0.46864667E-06     -0.20619999E-02
      0.20616372E+00     -0.28097531E-03      0.36900748E-05     -0.46888321E-06     -0.19506218E-02
      0.20653121E+00     -0.26281857E-03      0.36925943E-05     -0.46912755E-06     -0.18245719E-02
      0.20689870E+00     -0.24260521E-03      0.36951692E-05     -0.46937940E-06     -0.16842442E-02
      0.20726620E+00     -0.22040440E-03      0.36977966E-05     -0.46963840E-06     -0.15301190E-02
      0.20763369E+00     -0.19629755E-03      0.37004730E-05     -0.46990419E-06     -0.13627614E-02
      0.20800118E+00     -0.17037809E-03      0.37031949E-05     -0.47017635E-06     -0.11828200E-02
      0.20836868E+00     -0.14275121E-03      0.37059588E-05     -0.47045445E-06     -0.99102524E-03
      0.20873617E+00     -0.11353351E-03      0.37087606E-05     -0.47073803E-06     -0.78818650E-03
      0.20910366E+00     -0.82852592E-04      0.37115965E-05     -0.47102660E-06     -0.57518961E-03
      0.20947115E+00     -0.50846568E-04      0.37144623E-05     -0.47131964E-06     -0.35299339E-03
      0.20983865E+00     -0.17663509E-04      0.37173538E-05     -0.47161665E-06     -0.12262582E-03
      0.21020614E+00      0.16539157E-04      0.37202668E-05     -0.47191707E-06      0.11482020E-03
      0.21057363E+00      0.51595331E-04      0.37231969E-05     -0.47222035E-06      0.35819155E-03
      0.21094113E+00      0.87330978E-04      0.37261399E-05     -0.47252593E-06      0.60628002E-03
      0.21130862E+00      0.12356492E-03      0.37290914E-05     -0.47283325E-06      0.85782781E-03
      0.21167611E+00      0.16010969E-03      0.37320471E-05     -0.47314173E-06      0.11115335E-02
      0.21204361E+00      0.19677242E-03      0.37350028E-05     -0.47345081E-06      0.13660581E-02
      0.21241110E+00      0.23335583E-03      0.37379544E-05     -0.47375990E-06      0.16200319E-02
      0.21277859E+00      0.26965914E-03      0.37408976E-05     -0.47406845E-06      0.18720614E-02
      0.21314609E+00      0.30547921E-03      0.37438287E-05     -0.47437590E-06      0.21207359E-02
      0.21351358E+00      0.34061149E-03      0.37467438E-05     -0.47468171E-06      0.23646356E-02
      0.21388107E+00      0.37485122E-03      0.37496393E-05     -0.47498535E-06      0.26023389E-02
      0.21424857E+00      0.40799445E-03      0.37525116E-05     -0.47528630E-06      0.28324300E-02
      0.21461606E+00      0.43983925E-03      0.37553576E-05     -0.47558406E-06      0.30535069E-02
      0.21498355E+00      0.47018682E-03      0.37581742E-05     -0.47587818E-06      0.32641896E-02
      0.21535105E+00      0.49884266E-03      0.37609585E-05     -0.47616818E-06      0.34631278E-02
      0.21571854E+00      0.52561773E-03      0.37637081E-05     -0.47645366E-06      0.36490090E-02
      0.21608603E+00      0.55032956E-03      0.37664205E-05     -0.47673421E-06      0.38205666E-02
      0.21645353E+00      0.57280346E-03      0.37690938E-05     -0.47700947E-06      0.39765877E-02
      0.21682102E+00      0.59287355E-03      0.37717261E-05     -0.47727909E-06      0.41159207E-02
      0.21718851E+00      0.61038393E-03      0.37743161E-05     -0.47754278E-06      0.42374836E-02
      0.21755601E+00      0.62518974E-03      0.37768624E-05     -0.47780027E-06      0.43402702E-02
      0.21792350E+00      0.63715811E-03      0.37793643E-05     -0.47805132E-06      0.44233586E-02
      0.21829099E+00      0.64616923E-03      0.37818212E-05     -0.47829574E-06      0.44859167E-02
      0.21865849E+00      0.65211726E-03      0.37842327E-05     -0.47853335E-06      0.45272099E-02
      0.21902598E+00      0.65491118E-03      0.37865990E-05     -0.47876404E-06      0.45466062E-02
      0.21939347E+00      0.65447563E-03      0.37889203E-05     -0.47898772E-06      0.45435824E-02
      0.21976097E+00      0.65075164E-03      0.37911973E-05     -0.47920434E-06      0.45177293E-02
      0.22012846E+00      0.64369737E-03      0.37934309E-05     -0.47941388E-06      0.44687562E-02
      0.22049595E+00      0.63328860E-03      0.37956223E-05     -0.47961637E-06      0.43964951E-02
      0.22086345E+00      0.61951934E-03      0.37977731E-05     -0.47981188E-06      0.43009045E-02
      0.22123094E+00      0.60240223E-03      0.37998850E-05     -0.48000049E-06      0.41820719E-02
      0.22159843E+00      0.58196885E-03      0.38019601E-05     -0.48018235E-06      0.40402168E-02
      0.22196593E+00      0.55827002E-03      0.38040005E-05     -0.48035763E-06      0.38756919E-02
      0.22233342E+00      0.53137589E-03      0.38060089E-05     -0.48052651E-06      0.36889840E-02
      0.22270091E+00      0.50137601E-03      0.38079879E-05     -0.48068925E-06      0.34807151E-02
      0.22306841E+00      0.46837926E-03      0.38099405E-05     -0.48084610E-06      0.32516410E-02
      0.22343590E+00      0.43251372E-03      0.38118698E-05     -0.48099736E-06      0.30026507E-02
      0.22380339E+00      0.39392633E-03      0.38137791E-05     -0.48114336E-06      0.27347646E-02
      0.22417088E+00      0.35278259E-03      0.38156718E-05     -0.48128443E-06      0.24491313E-02
      0.22453838E+00      0.30926601E-03      0.38175516E-05     -0.48142095E-06      0.21470251E-02
      0.22490587E+00      0.26357754E-03      0.38194220E-05     -0.48155332E-06      0.18298409E-02
      0.22527336E+00      0.21593487E-03      0.38212868E-05     -0.48168195E-06      0.14990900E-02
      0.22564086E+00      0.16657163E-03      0.38231499E-05     -0.48180727E-06      0.11563944E-02
      0.22600835E+00      0.11573645E-03      0.38250152E-05     -0.48192973E-06      0.80348003E-03
      0.22637584E+00      0.63691969E-04      0.38268865E-05     -0.48204979E-06      0.44217034E-03
      0.22674334E+00      0.10713730E-04      0.38287677E-05     -0.48216793E-06      0.74378192E-04
      0.22711083E+00     -0.42911038E-04      0.38306628E-05     -0.48228461E-06     -0.29790237E-03
      0.22747832E+00     -0.96884706E-04      0.38325756E-05     -0.48240034E-06     -0.67260510E-03
      0.22784582E+00     -0.15090063E-03      0.38345099E-05     -0.48251559E-06     -0.10476012E-02
      0.22821331E+00     -0.20464459E-03      0.38364694E-05     -0.48263086E-06     -0.14207092E-02
      0.22858080E+00     -0.25779636E-03      0.38384577E-05     -0.48274665E-06     -0.17897061E-02
      0.22894830E+00     -0.31003127E-03      0.38404782E-05     -0.48286343E-06     -0.21523378E-02
      0.22931579E+00     -0.36102189E-03      0.38425344E-05     -0.48298170E-06     -0.25063312E-02
      0.22968328E+00     -0.41043971E-03      0.38446295E-05     -0.48310193E-06     -0.28494058E-02
      0.23005078E+00     -0.45795695E-03      0.38467664E-05     -0.48322459E-06     -0.31792859E-02
      0.23041827E+00     -0.50324830E-03      0.38489480E-05     -0.48335012E-06     -0.34937132E-02
      0.23078576E+00     -0.54599279E-03      0.38511769E-05     -0.48347898E-06     -0.37904593E-02
      0.23115326E+00     -0.58587558E-03      0.38534555E-05     -0.48361157E-06     -0.40673386E-02
      0.23152075E+00     -0.62258987E-03      0.38557861E-05     -0.48374832E-06     -0.43222211E-02
      0.23188824E+00     -0.65583870E-03      0.38581705E-05     -0.48388962E-06     -0.45530453E-02
      0.23225574E+00     -0.68533681E-03      0.38606104E-05     -0.48403582E-06     -0.47578308E-02
      0.23262323E+00     -0.71081251E-03      0.38631074E-05     -0.48418728E-06     -0.49346913E-02
      0.23299072E+00     -0.73200938E-03      0.38656625E-05     -0.48434432E-06     -0.50818469E-02
      0.23335822E+00     -0.74868812E-03      0.38682767E-05     -0.48450724E-06     -0.51976361E-02
      0.23372571E+00     -0.76062819E-03      0.38709506E-05     -0.48467631E-06     -0.52805279E-02
      0.23409320E+00     -0.76762949E-03      0.38736845E-05     -0.48485178E-06     -0.53291333E-02
      0.23446070E+00     -0.76951394E-03      0.38764786E-05     -0.48503387E-06     -0.53422157E-02
      0.23482819E+00     -0.76612695E-03      0.38793326E-05     -0.48522277E-06     -0.53187021E-02
      0.23519568E+00     -0.75733885E-03      0.38822461E-05     -0.48541864E-06     -0.52576923E-02
      0.23556318E+00     -0.74304621E-03      0.38852184E-05     -0.48562163E-06     -0.51584682E-02
      0.23593067E+00     -0.72317301E-03      0.38882484E-05     -0.48583183E-06     -0.50205020E-02
      0.23629816E+00     -0.69767176E-03      0.38913350E-05     -0.48604932E-06     -0.48434640E-02
      0.23666566E+00     -0.66652444E-03      0.38944765E-05     -0.48627416E-06     -0.46272292E-02
      0.23703315E+00     -0.62974333E-03      0.38976714E-05     -0.48650636E-06     -0.43718828E-02
      0.23740064E+00     -0.58737172E-03      0.39009177E-05     -0.48674591E-06     -0.40777253E-02
      0.23776814E+00     -0.53948443E-03      0.39042131E-05     -0.48699279E-06     -0.37452761E-02
      0.23813563E+00     -0.48618818E-03      0.39075553E-05     -0.48724692E-06     -0.33752763E-02
      0.23850312E+00     -0.42762188E-03      0.39109419E-05     -0.48750822E-06     -0.29686900E-02
      0.23887062E+00     -0.36395661E-03      0.39143699E-05     -0.48777656E-06     -0.25267050E-02
      0.23923811E+00     -0.29539561E-03      0.39178367E-05     -0.48805182E-06     -0.20507323E-02
      0.23960560E+00     -0.22217389E-03      0.39213391E-05     -0.48833383E-06     -0.15424033E-02
      0.23997309E+00     -0.14455790E-03      0.39248741E-05     -0.48862239E-06     -0.10035679E-02
      0.24034059E+00     -0.62844785E-04      0.39284385E-05     -0.48891731E-06     -0.43628892E-03
      0.24070808E+00      0.22638331E-04      0.39320289E-05     -0.48921835E-06      0.15716265E-03
      0.24107557E+00      0.11153539E-03      0.39356419E-05     -0.48952527E-06      0.77431489E-03
      0.24144307E+00      0.20346253E-03      0.39392743E-05     -0.48983781E-06      0.14125029E-02
      0.24181056E+00      0.29800944E-03      0.39429225E-05     -0.49015567E-06      0.20688783E-02
      0.24217805E+00      0.39474088E-03      0.39465832E-05     -0.49047857E-06      0.27404194E-02
      0.24254555E+00      0.49319834E-03      0.39502530E-05     -0.49080620E-06      0.34239431E-02
      0.24291304E+00      0.59290193E-03      0.39539285E-05     -0.49113823E-06      0.41161178E-02
      0.24328053E+00      0.69335232E-03      0.39576064E-05     -0.49147434E-06      0.48134770E-02
      0.24364803E+00      0.79403298E-03      0.39612835E-05     -0.49181419E-06      0.55124349E-02
      0.24401552E+00      0.89441244E-03      0.39649567E-05     -0.49215744E-06      0.62093017E-02
      0.24438301E+00      0.99394677E-03      0.39686231E-05     -0.49250372E-06      0.69003014E-02
      0.24475051E+00      0.10920821E-02      0.39722797E-05     -0.49285269E-06      0.75815888E-02
      0.24511800E+00      0.11882575E-02      0.39759239E-05     -0.49320399E-06      0.82492693E-02
      0.24548549E+00      0.12819073E-02      0.39795531E-05     -0.49355725E-06      0.88994172E-02
      0.24585299E+00      0.13724649E-02      0.39831650E-05     -0.49391213E-06      0.95280969E-02
      0.24622048E+00      0.14593646E-02      0.39867574E-05     -0.49426827E-06      0.10131383E-01
      0.24658797E+00      0.15420457E-02      0.39903285E-05     -0.49462531E-06      0.10705382E-01
      0.24695547E+00      0.16199549E-02      0.39938764E-05     -0.49498291E-06      0.11246253E-01
      0.24732296E+00      0.16925500E-02      0.39973998E-05     -0.49534072E-06      0.11750232E-01
      0.24769045E+00      0.17593026E-02      0.40008973E-05     -0.49569841E-06      0.12213650E-01
      0.24805795E+00      0.18197017E-02      0.40043681E-05     -0.49605565E-06      0.12632960E-01
      0.24842544E+00      0.18732567E-02      0.40078113E-05     -0.49641213E-06      0.13004756E-01
      0.24879293E+00      0.19195005E-02      0.40112265E-05     -0.49676753E-06      0.13325796E-01
      0.24916043E+00      0.19579931E-02      0.40146135E-05     -0.49712156E-06      0.13593024E-01
      0.24952792E+00      0.19883241E-02      0.40179724E-05     -0.49747393E-06      0.13803592E-01
      0.24989541E+00      0.20101162E-02      0.40213034E-05     -0.49782437E-06      0.13954879E-01
      0.25026291E+00      0.20230276E-02      0.40246074E-05     -0.49817262E-06      0.14044515E-01
      0.25063040E+00      0.20267557E-02      0.40278850E-05     -0.49851843E-06      0.14070396E-01
      0.25099789E+00      0.20210389E-02      0.40311374E-05     -0.49886157E-06      0.14030709E-01
      0.25136539E+00      0.20056598E-02      0.40343661E-05     -0.49920183E-06      0.13923942E-01
      0.25173288E+00      0.19804474E-02      0.40375726E-05     -0.49953900E-06      0.13748909E-01
      0.25210037E+00      0.19452792E-02      0.40407589E-05     -0.49987289E-06      0.13504760E-01
      0.25246787E+00      0.19000837E-02      0.40439270E-05     -0.50020333E-06      0.13190998E-01
      0.25283536E+00      0.18448418E-02      0.40470793E-05     -0.50053017E-06      0.12807491E-01
      0.25320285E+00      0.17795887E-02      0.40502183E-05     -0.50085325E-06      0.12354483E-01
      0.25357035E+00      0.17044154E-02      0.40533467E-05     -0.50117246E-06      0.11832605E-01
      0.25393784E+00      0.16194696E-02      0.40564675E-05     -0.50148769E-06      0.11242884E-01
      0.25430533E+00      0.15249569E-02      0.40595837E-05     -0.50179883E-06      0.10586746E-01
      0.25467283E+00      0.14211413E-02      0.40626985E-05     -0.50210580E-06      0.98660246E-02
      0.25504032E+00      0.13083455E-02      0.40658154E-05     -0.50240854E-06      0.90829595E-02
      0.25540781E+00      0.11869512E-02      0.40689377E-05     -0.50270700E-06      0.82402007E-02
      0.25577530E+00      0.10573986E-02      0.40720690E-05     -0.50300113E-06      0.73408048E-02
      0.25614280E+00      0.92018632E-03      0.40752129E-05     -0.50329091E-06      0.63882323E-02
      0.25651029E+00      0.77586997E-03      0.40783731E-05     -0.50357632E-06      0.53863414E-02
      0.25687778E+00      0.62506152E-03      0.40815534E-05     -0.50385737E-06      0.43393801E-02
      0.25724528E+00      0.46842757E-03      0.40847573E-05     -0.50413407E-06      0.32519764E-02
      0.25761277E+00      0.30668766E-03      0.40879887E-05     -0.50440644E-06      0.21291254E-02
      0.25798026E+00      0.14061210E-03      0.40912512E-05     -0.50467451E-06      0.97617488E-03
      0.25834776E+00     -0.28980398E-04      0.40945485E-05     -0.50493833E-06     -0.20119134E-03
      0.25871525E+00     -0.20122550E-03      0.40978840E-05     -0.50519795E-06     -0.13969728E-02
      0.25908274E+00     -0.37521631E-03      0.41012612E-05     -0.50545343E-06     -0.26048735E-02
      0.25945024E+00     -0.55000670E-03      0.41046835E-05     -0.50570484E-06     -0.38183251E-02
      0.25981773E+00     -0.72461499E-03      0.41081541E-05     -0.50595228E-06     -0.50305127E-02
      0.26018522E+00     -0.89802794E-03      0.41116761E-05     -0.50619581E-06     -0.62344017E-02
      0.26055272E+00     -0.10692049E-02      0.41152523E-05     -0.50643554E-06     -0.74227679E-02
      0.26092021E+00     -0.12370824E-02      0.41188855E-05     -0.50667157E-06     -0.85882282E-02
      0.26128770E+00     -0.14005789E-02      0.41225781E-05     -0.50690400E-06     -0.97232739E-02
      0.26165520E+00     -0.15585997E-02      0.41263325E-05     -0.50713295E-06     -0.10820305E-01
      0.26202269E+00     -0.17100420E-02      0.41301506E-05     -0.50735852E-06     -0.11871667E-01
      0.26239018E+00     -0.18538009E-02      0.41340344E-05     -0.50758085E-06     -0.12869688E-01
      0.26275768E+00     -0.19887743E-02      0.41379853E-05     -0.50780005E-06     -0.13806717E-01
      0.26312517E+00     -0.21138691E-02      0.41420046E-05     -0.50801626E-06     -0.14675166E-01
      0.26349266E+00     -0.22280070E-02      0.41460934E-05     -0.50822960E-06     -0.15467548E-01
      0.26386016E+00     -0.23301301E-02      0.41502524E-05     -0.50844022E-06     -0.16176520E-01
      0.26422765E+00     -0.24192079E-02      0.41544820E-05     -0.50864823E-06     -0.16794927E-01
      0.26459514E+00     -0.24942425E-02      0.41587823E-05     -0.50885379E-06     -0.17315842E-01
      0.26496264E+00     -0.25542754E-02      0.41631534E-05     -0.50905702E-06     -0.17732609E-01
      0.26533013E+00     -0.25983933E-02      0.41675946E-05     -0.50925808E-06     -0.18038890E-01
      0.26569762E+00     -0.26257347E-02      0.41721052E-05     -0.50945709E-06     -0.18228703E-01
      0.26606512E+00     -0.26354957E-02      0.41766843E-05     -0.50965420E-06     -0.18296467E-01
      0.26643261E+00     -0.26269361E-02      0.41813306E-05     -0.50984954E-06     -0.18237043E-01
      0.26680010E+00     -0.25993853E-02      0.41860424E-05     -0.51004326E-06     -0.18045777E-01
      0.26716760E+00     -0.25522481E-02      0.41908179E-05     -0.51023550E-06     -0.17718536E-01
      0.26753509E+00     -0.24850106E-02      0.41956549E-05     -0.51042638E-06     -0.17251751E-01
      0.26790258E+00     -0.23972449E-02      0.42005512E-05     -0.51061604E-06     -0.16642453E-01
      0.26827008E+00     -0.22886148E-02      0.42055039E-05     -0.51080462E-06     -0.15888307E-01
      0.26863757E+00     -0.21588805E-02      0.42105105E-05     -0.51099224E-06     -0.14987650E-01
      0.26900506E+00     -0.20079032E-02      0.42155676E-05     -0.51117903E-06     -0.13939517E-01
      0.26937256E+00     -0.18356493E-02      0.42206722E-05     -0.51136510E-06     -0.12743673E-01
      0.26974005E+00     -0.16421940E-02      0.42258208E-05     -0.51155058E-06     -0.11400644E-01
      0.27010754E+00     -0.14277252E-02      0.42310098E-05     -0.51173557E-06     -0.99117322E-02
      0.27047503E+00     -0.11925464E-02      0.42362355E-05     -0.51192019E-06     -0.82790446E-02
      0.27084253E+00     -0.93707906E-03      0.42414940E-05     -0.51210453E-06     -0.65055072E-02
